Project,StationName,StationCode,Latitude,Longitude,TripCode,SampleTime_UTC,SampleTime_Local,Year,Month,Day,Time,Depth,SST,Chla,Salinity,SOI,Biomass,AshFreeBiomass,Acartia danae,Acartia fossae,Acartia negligens,Acartia pacifica,Acartia pietschmani,Acartia simplex,Acartia tonsa,Acartia tranteri,Acrocalanus gibber,Acrocalanus gracilis,Acrocalanus longicornis,Acrocalanus monachus,Aetideus acutus,Agetus flaccus,Agetus limbatus,Agetus typicus,Amallothrix tenuiserrata,Bestiolina similis,Calanoides carinatus,Calanoides macrocarinatus,Calanopia aurivilli,Calanopia australica,Calanopia elliptica,Calanopia minor,Calanus australis,Calocalanus contractus,Calocalanus pavo,Calocalanus plumulosus,Calocalanus styliremis,Calocalanus tenuis,Candacia bipinnata,Candacia bradyi,Candacia catula,Candacia cheirura,Candacia discaudata,Candacia ethiopica,Candacia truncata,Candacia worthingtoni,Canthocalanus pauper,Centropages australiensis,Centropages bradyi,Centropages furcatus,Centropages gracilis,Centropages orsinii,Clausocalanus arcuicornis,Clausocalanus brevipes,Clausocalanus farrani,Clausocalanus furcatus,Clausocalanus ingens,Clausocalanus jobei,Clausocalanus mastigophorus,Clausocalanus minor,Clausocalanus parapergens,Clausocalanus paululus,Clausocalanus pergens,Clytemnestra farrani,Clytemnestra scutellata,Copilia hendorffi,Copilia mirabilis,Copilia quadrata,Corycaeus clausi,Corycaeus crassiusculus,Corycaeus speciosus,Corycaeus vitreus,Cosmocalanus darwinii,Ctenocalanus citer,Ctenocalanus vanus,Delibus nudus,Dioithona oculata,Dioithona rigida,Ditrichocorycaeus andrewsi,Ditrichocorycaeus anglicus,Ditrichocorycaeus asiaticus,Ditrichocorycaeus aucklandicus,Ditrichocorycaeus dahli,Ditrichocorycaeus erythraeus,Ditrichocorycaeus lubbocki,Ditrichocorycaeus minimus,Ditrichocorycaeus subtilis,Ditrichocorycaeus tenuis,Eucalanus hyalinus,Euchaeta acuta,Euchaeta concinna,Euchaeta indica,Euchaeta longicornis,Euchaeta marina,Euchaeta marinella,Euchaeta rimana,Euchirella rostrata,Euchirella rostromagna,Euterpina acutifrons,Farranula carinata,Farranula concinna,Farranula curta,Farranula gibbula,Farranula gracilis,Farranula rostrata,Haloptilus longicornis,Heterorhabdus lobatus,Heterorhabdus papilliger,Labidocera acuta,Labidocera cervi,Labidocera farrani,Labidocera kroyeri,Labidocera minuta,Labidocera tasmanica,Lubbockia squillimana,Lucicutia flavicornis,Lucicutia gaussae,Macrosetella gracilis,Mecynocera clausi,Mesocalanus tenuicornis,Metacalanus aurivillii,Metridia lucens,Microsetella norvegica,Microsetella rosea,Nannocalanus minor,Neocalanus gracilis,Neocalanus tonsus,Oculosetella gracilis,Oithona atlantica,Oithona attenuata,Oithona australis,Oithona brevicornis,Oithona decipiens,Oithona fallax,Oithona longispina,Oithona nana,Oithona plumifera,Oithona robusta,Oithona setigera,Oithona similis,Oithona simplex,Oithona tenuis,Oncaea clevei,Oncaea media,Oncaea mediterranea,Oncaea paraclevei,Oncaea scottodicarloi,Oncaea venusta,Oncaea waldemari,Onychocorycaeus agilis,Onychocorycaeus catus,Onychocorycaeus giesbrechti,Onychocorycaeus latus,Onychocorycaeus pacificus,Onychocorycaeus pumilus,Paracalanus aculeatus,Paracalanus denudatus,Paracalanus indicus,Paracalanus nanus,Paracalanus parvus,Pareucalanus sewelli,Parundinella dakini,Parvocalanus crassirostris,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma piseki,Pontella aculeata,Pontellopsis macronyx,Pseudodiaptomus aurivillii,Pseudodiaptomus mertoni,Rhincalanus cornutus,Rhincalanus nasutus,Rhincalanus rostrifrons,Sapphirina angusta,Sapphirina nigromaculata,Sapphirina opalina,Sapphirina scarlata,Sapphirina stellata,Scaphocalanus curtus,Scaphocalanus echinatus,Scolecithricella dentata,Scolecithricella longifurca,Scolecithricella minor,Scolecithrix bradyi,Scolecithrix danae,Scolecitrichopsis ctenopus,Stephos maculosus,Subeucalanus crassus,Subeucalanus longiceps,Subeucalanus mucronatus,Subeucalanus pileatus,Subeucalanus subcrassus,Subeucalanus subtenuis,Temora discaudata,Temora turbinata,Temoropia mayumbaensis,Tortanus barbatus,Tortanus gracilis,Triconia conifera,Triconia denticula,Triconia dentipes,Triconia umerus,Undinula vulgaris,Urocorycaeus furcifer,Urocorycaeus lautus,Urocorycaeus longistylis
NRS,Rottnest Island,ROT,32,115.4167,ROT20160527,2016-05-27T01:30:00Z,2016-05-27T09:30:00Z,2016,5,27,9:30:00,45,20.6937,1.2205,35.7576,El Nino,25.0293,NA,0,62.8679,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,23.5755,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1509,0,7.8585,0,0,0,7.8585,110.0188,0,0,0,0,0,70.7264,7.8585,0,0,0,23.5755,0,0,15.717,0,0,0,0,23.5755,0,0,0,0,0,0,23.5755,0,55.0094,0,0,0,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,94.3018,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20160621,2016-06-21T01:26:00Z,2016-06-21T09:26:00Z,2016,6,21,9:26:00,45,19.9451,0.46,35.6848,Neutral,26.4674,NA,15.717,31.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,47.151,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,78.5848,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.5466,0,15.717,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0188,0,0,0,0,0,0,110.0188,0,0,0,0,0,220.0376,47.1509,0,0,0,110.0188,0,0,0,0,0,47.1509,15.717,0,0,15.717,0,0,0,0,62.8679,0,94.3018,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4339,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20160722,2016-07-22T05:20:00Z,2016-07-22T13:20:00Z,2016,7,22,13:20:00,45,19.5039,0.4248,35.7092,La Nina,20.8957,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8679,0,0,47.1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1603,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,31.4339,23.5755,0,0,0,0,0,55.0094,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.151,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20161004,2016-10-04T02:38:00Z,2016-10-04T10:38:00Z,2016,10,4,10:38:00,45,18.2333,0.3814,35.7178,Neutral,19.4262,NA,0,31.4339,0,0,0,0,19.6462,11.7877,3.9292,0,0,0,0,0,3.9292,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,3.9292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,98.2311,0,11.7877,0,0,3.9292,3.9292,0,0,0,0,0,3.9292,0,0,0,0,0,0,3.9292,0,0,11.7877,0,0,0,0,11.7877,7.8585,3.9292,0,0,0,0,0,0,0,0,0,0,0,0,0,94.3018,0,0,3.9292,3.9292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,15.717,3.9292,0,0,0,0,11.7877,7.8585,0,0,0,0,0,15.717,15.717,0,0,0,23.5755,0,0,27.5047,0,0,3.9292,7.8585,0,3.9292,3.9292,0,0,0,0,0,0,86.4433,0,0,0,0,3.9292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20161024,2016-10-24T01:35:00Z,2016-10-24T09:35:00Z,2016,10,24,9:35:00,45,18.6567,0.2484,35.7385,Neutral,7.7485,NA,0,0,0,7.8585,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4339,0,0,55.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20161114,2016-11-14T01:45:00Z,2016-11-14T09:45:00Z,2016,11,14,9:45:00,45,18.7265,0.2071,35.8092,Neutral,13.0529,NA,0,125.7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.9054,0,7.8585,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,15.717,0,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,0,0,0,7.8585,31.4339,0,0,0,0,0,39.2924,0,0,0,15.717,39.2924,0,0,7.8585,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,78.5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,7.8585,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20161214,2016-12-14T01:35:00Z,2016-12-14T09:35:00Z,2016,12,14,9:35:00,50,20.1417,0.1096,35.772,Neutral,9.6612,NA,0,84.8716,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.799,0,14.1453,0,0,0,14.1453,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,42.4358,7.0726,0,7.0726,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20170120,2017-01-20T02:20:00Z,2017-01-20T10:20:00Z,2017,1,20,10:20:00,50,22.13563,0.20033333333333334,35.76383,Neutral,10.8353,NA,0,28.2906,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,14.1453,212.1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,70.7264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.3074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20170303,2017-03-03T02:30:00Z,2017-03-03T10:30:00Z,2017,3,3,10:30:00,50,22.3897,0.379,35.7433,Neutral,14.1028,NA,0,70.7264,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,183.8885,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.0677,0,0,14.1453,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,14.1453,0,0,0,0,0,42.4358,0,0,0,0,0,0,14.1453,0,0,14.1453,0,14.1453,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,14.1453,0,56.5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20170331,2017-03-31T02:24:00Z,2017-03-31T10:24:00Z,2017,3,31,10:24:00,45,21.6203,0.3591,35.7765,Neutral,9.1237,NA,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2924,0,15.717,0,0,0,7.8585,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,55.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7264,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,15.717,0,0,0,0,7.8585,0,0,0,0,0,0,47.1509,7.8585,0,0,7.8585,0,0,0,47.1509,0,0,0,0,7.8585,0,0,0,0,0,0,23.5755,0,55.0094,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20170407,2017-04-07T01:28:00Z,2017-04-07T09:28:00Z,2017,4,7,9:28:00,45,21.7339,0.2852,35.7545,Neutral,46.3572,NA,0,314.3394,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,157.1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,149.3112,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.6318,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,55.0094,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,7.8585,0,23.5755,0,463.6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.3018,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20170428,2017-04-28T01:52:00Z,2017-04-28T09:52:00Z,2017,4,28,9:52:00,45,21.6816,0.3947,35.6694,Neutral,4.2986,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,3.9292,0,0,0,0,0,0,0,0,3.9292,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7877,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9292,0,0,0,7.8585,0,0,0,0,0,3.9292,0,0,0,0,0,0,23.5755,7.8585,0,0,7.8585,0,0,0,3.9292,0,0,0,3.9292,0,0,0,0,0,0,0,3.9292,0,7.8585,0,0,0,0,11.7877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7169,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20170523,2017-05-23T01:53:00Z,2017-05-23T09:53:00Z,2017,5,23,9:53:00,45,22.4226,0.9035,35.3981,Neutral,10.4989,NA,0,31.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,15.717,15.717,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,47.1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.8866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,188.6036,15.717,0,0,0,0,0,0,0,0,15.717,0,0,94.3018,31.434,0,0,47.1509,78.5848,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,31.4339,0,31.4339,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20170626,2017-06-26T01:46:00Z,2017-06-26T09:46:00Z,2017,6,26,9:46:00,45,21.2801,1.1828,35.4203,La Nina,13.5873,NA,0,31.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4339,0,0,0,0,31.4339,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,47.1509,0,0,0,0,0,0,0,0,0,0,0,47.1509,31.4339,0,15.717,31.4339,47.1509,15.717,15.717,15.717,0,0,31.4339,15.717,0,0,15.717,0,0,0,0,94.3018,0,125.7358,0,0,0,0,125.7357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4339,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20170802,2017-08-02T01:33:00Z,2017-08-02T09:33:00Z,2017,8,2,9:33:00,45,20.2393,0.6366,35.3645,La Nina,22.0038,NA,15.717,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,15.717,0,0,47.1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1509,0,15.717,0,0,0,0,31.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.9242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.434,0,0,0,0,0,0,0,0,0,0,0,0,31.4339,15.717,0,0,15.717,94.3018,0,31.4339,15.717,0,0,15.717,125.7357,0,0,0,0,0,0,0,15.717,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0187,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20170914,2017-09-14T01:45:00Z,2017-09-14T09:45:00Z,2017,9,14,9:45:00,45,19.2523,0.5436,35.4964,La Nina,4.7465,NA,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,15.717,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,15.717,31.4339,0,0,0,0,15.717,0,0,0,0,0,78.5848,47.1509,0,0,0,15.717,0,0,31.4339,0,0,0,0,0,0,0,0,0,0,0,47.1509,0,47.1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1509,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20171103,2017-11-03T01:25:00Z,2017-11-03T09:25:00Z,2017,11,3,9:25:00,45,18.3532,0.4358,35.5775,La Nina,14.2081,NA,0,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0188,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,0,0,7.8585,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,7.8585,15.717,0,0,0,0,0,7.8585,0,0,0,0,39.2924,0,0,7.8585,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,55.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20171123,2017-11-23T02:05:00Z,2017-11-23T10:05:00Z,2017,11,23,10:05:00,46,20.3095,0.5227,35.6339,La Nina,13.4457,NA,0,0,0,0,0,0,84.5641,15.3753,30.7506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0629,0,0,46.1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.8812,0,0,0,0,7.6876,7.6876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6876,7.6876,0,0,0,7.6876,0,0,0,0,0,0,0,0,0,0,0,7.6876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6876,0,0,0,0,0,30.7505,0,99.9394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4382,0,7.6876,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20171214,2017-12-14T01:37:00Z,2017-12-14T09:37:00Z,2017,12,14,9:37:00,45,20.8481,0.2238,35.7447,La Nina,20.1099,NA,0,0,0,0,0,0,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,165.0282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,243.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,7.8585,0,0,0,0,0,0,23.5755,0,0,0,0,0,15.717,0,0,7.8585,0,0,62.8679,0,86.4433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8773,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20180125,2018-01-25T02:00:00Z,2018-01-25T10:00:00Z,2018,1,25,10:00:00,44,21.7117,0.1733,35.7421,La Nina,12.5539,NA,0,0,0,0,0,0,72.3338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0371,0,0,152.7046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0742,0,0,0,0,0,0,0,8.0371,0,0,0,16.0742,0,40.1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0371,24.1113,0,0,0,0,0,0,0,0,0,0,0
NRS,Rottnest Island,ROT,32,115.4167,ROT20180221,2018-02-21T02:05:00Z,2018-02-21T10:05:00Z,2018,2,21,10:05:00,45,21.7408,0.2823,35.8723,La Nina,19.6069,NA,0,78.5849,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,330.0563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,15.717,62.8679,0,0,0,0,31.4339,0,0,0,0,0,0,31.4339,0,0,0,0,0,0,0,15.717,0,0,15.717,0,0,15.717,0,0,0,0,0,15.717,0,94.3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
