Project,StationName,StationCode,Latitude,Longitude,TripCode,SampleTime_UTC,SampleTime_Local,Year,Month,Day,Time,Depth,SST,Chla,Salinity,SOI,Biomass,AshFreeBiomass,Acartia danae,Acartia fossae,Acartia negligens,Acartia pacifica,Acartia pietschmani,Acartia simplex,Acartia tonsa,Acartia tranteri,Acrocalanus gibber,Acrocalanus gracilis,Acrocalanus longicornis,Acrocalanus monachus,Aetideus acutus,Agetus flaccus,Agetus limbatus,Agetus typicus,Amallothrix tenuiserrata,Bestiolina similis,Calanoides carinatus,Calanoides macrocarinatus,Calanopia aurivilli,Calanopia australica,Calanopia elliptica,Calanopia minor,Calanus australis,Calocalanus contractus,Calocalanus pavo,Calocalanus plumulosus,Calocalanus styliremis,Calocalanus tenuis,Candacia bipinnata,Candacia bradyi,Candacia catula,Candacia cheirura,Candacia discaudata,Candacia ethiopica,Candacia truncata,Candacia worthingtoni,Canthocalanus pauper,Centropages australiensis,Centropages bradyi,Centropages furcatus,Centropages gracilis,Centropages orsinii,Clausocalanus arcuicornis,Clausocalanus brevipes,Clausocalanus farrani,Clausocalanus furcatus,Clausocalanus ingens,Clausocalanus jobei,Clausocalanus mastigophorus,Clausocalanus minor,Clausocalanus parapergens,Clausocalanus paululus,Clausocalanus pergens,Clytemnestra farrani,Clytemnestra scutellata,Copilia hendorffi,Copilia mirabilis,Copilia quadrata,Corycaeus clausi,Corycaeus crassiusculus,Corycaeus speciosus,Corycaeus vitreus,Cosmocalanus darwinii,Ctenocalanus citer,Ctenocalanus vanus,Delibus nudus,Dioithona oculata,Dioithona rigida,Ditrichocorycaeus andrewsi,Ditrichocorycaeus anglicus,Ditrichocorycaeus asiaticus,Ditrichocorycaeus aucklandicus,Ditrichocorycaeus dahli,Ditrichocorycaeus erythraeus,Ditrichocorycaeus lubbocki,Ditrichocorycaeus minimus,Ditrichocorycaeus subtilis,Ditrichocorycaeus tenuis,Eucalanus hyalinus,Euchaeta acuta,Euchaeta concinna,Euchaeta indica,Euchaeta longicornis,Euchaeta marina,Euchaeta marinella,Euchaeta rimana,Euchirella rostrata,Euchirella rostromagna,Euterpina acutifrons,Farranula carinata,Farranula concinna,Farranula curta,Farranula gibbula,Farranula gracilis,Farranula rostrata,Haloptilus longicornis,Heterorhabdus lobatus,Heterorhabdus papilliger,Labidocera acuta,Labidocera cervi,Labidocera farrani,Labidocera kroyeri,Labidocera minuta,Labidocera tasmanica,Lubbockia squillimana,Lucicutia flavicornis,Lucicutia gaussae,Macrosetella gracilis,Mecynocera clausi,Mesocalanus tenuicornis,Metacalanus aurivillii,Metridia lucens,Microsetella norvegica,Microsetella rosea,Nannocalanus minor,Neocalanus gracilis,Neocalanus tonsus,Oculosetella gracilis,Oithona atlantica,Oithona attenuata,Oithona australis,Oithona brevicornis,Oithona decipiens,Oithona fallax,Oithona longispina,Oithona nana,Oithona plumifera,Oithona robusta,Oithona setigera,Oithona similis,Oithona simplex,Oithona tenuis,Oncaea clevei,Oncaea media,Oncaea mediterranea,Oncaea paraclevei,Oncaea scottodicarloi,Oncaea venusta,Oncaea waldemari,Onychocorycaeus agilis,Onychocorycaeus catus,Onychocorycaeus giesbrechti,Onychocorycaeus latus,Onychocorycaeus pacificus,Onychocorycaeus pumilus,Paracalanus aculeatus,Paracalanus denudatus,Paracalanus indicus,Paracalanus nanus,Paracalanus parvus,Pareucalanus sewelli,Parundinella dakini,Parvocalanus crassirostris,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma piseki,Pontella aculeata,Pontellopsis macronyx,Pseudodiaptomus aurivillii,Pseudodiaptomus mertoni,Rhincalanus cornutus,Rhincalanus nasutus,Rhincalanus rostrifrons,Sapphirina angusta,Sapphirina nigromaculata,Sapphirina opalina,Sapphirina scarlata,Sapphirina stellata,Scaphocalanus curtus,Scaphocalanus echinatus,Scolecithricella dentata,Scolecithricella longifurca,Scolecithricella minor,Scolecithrix bradyi,Scolecithrix danae,Scolecitrichopsis ctenopus,Stephos maculosus,Subeucalanus crassus,Subeucalanus longiceps,Subeucalanus mucronatus,Subeucalanus pileatus,Subeucalanus subcrassus,Subeucalanus subtenuis,Temora discaudata,Temora turbinata,Temoropia mayumbaensis,Tortanus barbatus,Tortanus gracilis,Triconia conifera,Triconia denticula,Triconia dentipes,Triconia umerus,Undinula vulgaris,Urocorycaeus furcifer,Urocorycaeus lautus,Urocorycaeus longistylis
NRS,Yongala,YON,19.3085,147.6184,YON20161012,2016-10-12T00:26:00Z,2016-10-12T10:26:00Z,2016,10,12,10:26:00,26,25.7797,0.4693,35.5909,Neutral,14.4037,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,4.5337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.135,0,0,0,0,4.5337,0,0,0,0,0,40.8037,0,0,0,0,0,0,31.7362,0,0,0,0,0,0,4.5337,0,0,4.5337,0,0,0,4.5337,0,0,4.5337,0,0,4.5337,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5337,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20161108,2016-11-08T00:50:00Z,2016-11-08T10:50:00Z,2016,11,8,10:50:00,26,27.5091,0.3268,35.7446,Neutral,22.714,NA,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,40.8037,0,13.6012,0,0,13.6012,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,27.2024,0,0,0,0,0,13.6012,0,0,0,0,0,0,40.8037,40.8037,0,0,0,0,0,0,0,0,95.2086,0,0,0,0,0,0,0,0,0,136.0122,0,40.8037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8037,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20161207,2016-12-07T00:15:00Z,2016-12-07T10:15:00Z,2016,12,7,10:15:00,26,28.0501,0.4727,35.7754,Neutral,18.5113,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8006,0,0,0,0,0,6.8006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8006,0,13.6012,0,0,0,0,0,0,6.8006,0,0,0,0,0,20.4018,34.0031,0,0,0,54.4049,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,34.003,0,0,0,0,163.2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20170120,2017-01-20T00:00:00Z,2017-01-20T10:00:00Z,2017,1,20,10:00:00,26,29.4571,0.2484,35.5832,Neutral,21.8844,NA,0,0,27.2024,27.2024,0,0,0,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,81.6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.8097,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,190.4171,27.2024,0,0,0,217.6196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,353.6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20170220,2017-02-20T00:29:00Z,2017-02-20T10:29:00Z,2017,2,20,10:29:00,26,29.7967,0.3706,35.501,Neutral,7.2086,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4049,0,0,0,0,0,0,27.2024,0,0,0,0,0,149.6135,13.6012,0,0,0,163.2147,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,13.6012,0,0,0,0,0,0,231.2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20170322,2017-03-22T02:00:00Z,2017-03-22T12:00:00Z,2017,3,22,12:00:00,25,30.1164,0.2189,35.3026,Neutral,21.5008,NA,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,84.8716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,56.5811,56.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.7164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.196,0,0,0,0,0,0,113.1622,0,0,0,0,0,707.2636,0,0,0,0,141.4527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.0338,0,28.2905,0,0,0,0,933.5879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20170426,2017-04-26T00:20:00Z,2017-04-26T10:20:00Z,2017,4,26,10:20:00,25,26.3585,0.5451,34.8349,Neutral,29.8748,NA,0,0,0,0,0,0,0,0,18.8604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5736,12.5736,6.2868,6.2868,0,0,0,0,0,0,0,0,0,0,0,0,81.7283,0,0,0,6.2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2868,0,0,0,0,0,0,6.2868,0,0,0,0,0,62.8679,6.2868,0,0,0,18.8604,0,25.1472,0,0,0,0,0,0,0,0,0,0,0,0,100.5886,0,0,0,0,0,0,88.0151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2868,0,0,0,0,0,0,0,0,0,0,6.2868,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20170528,2017-05-28T22:11:00Z,2017-05-29T08:11:00Z,2017,5,29,8:11:00,25,24.8458,0.2556,35.2927,Neutral,17.9786,NA,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,14.1453,0,0,7.0726,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,7.0726,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3631,0,0,0,0,0,0,28.2905,0,0,0,0,0,42.4358,21.2179,0,0,14.1453,141.4527,0,14.1453,0,0,0,0,7.0726,0,0,0,0,0,0,0,28.2905,0,56.5811,0,0,0,0,84.8716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20170705,2017-07-05T00:21:00Z,2017-07-05T10:21:00Z,2017,7,5,10:21:00,25,22.5472,0.2022,35.2818,La Nina,22.6041,NA,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,14.1453,0,0,0,0,0,0,42.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,14.1453,0,0,0,0,0,183.8885,0,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.1622,0,0,0,0,0,0,70.7264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20170724,2017-07-24T00:45:00Z,2017-07-24T10:45:00Z,2017,7,24,10:45:00,25,23.4188,0.2721,35.4064,La Nina,4.9933,NA,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4358,0,0,0,0,0,42.4358,18.8604,0,0,28.2905,37.7207,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4358,0,0,0,0,42.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20170816,2017-08-16T00:24:00Z,2017-08-16T10:24:00Z,2017,8,16,10:24:00,25,23.5214,0.233,35.4811,La Nina,6.0683,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6581,5.6581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6581,0,0,0,0,0,0,11.3162,0,0,0,0,0,39.6068,79.2135,0,0,0,22.6324,0,5.6581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3162,0,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20170906,2017-09-06T00:00:00Z,2017-09-06T10:00:00Z,2017,9,6,10:00:00,25,23.905,0.469,35.6166,La Nina,16.5641,NA,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,141.4527,198.0338,0,0,0,70.7264,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,99.0169,0,28.2906,0,0,0,0,84.8716,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20171025,2017-10-25T23:56:00Z,2017-10-26T09:56:00Z,2017,10,26,9:56:00,26,26.1153,0.33835714285714286,35.3655,La Nina,17.736,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,81.6073,0,0,0,0,0,54.4049,0,0,0,0,0,380.8342,54.4049,0,0,0,136.0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4049,0,0,0,0,408.0367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20171130,2017-11-30T00:34:00Z,2017-11-30T10:34:00Z,2017,11,30,10:34:00,26,26.6612,0.1429,35.4586,La Nina,9.9017,NA,0,0,6.8006,6.8006,0,0,0,0,6.8006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8037,0,0,0,0,6.8006,6.8006,0,0,0,0,13.6012,0,0,0,0,0,0,20.4018,6.8006,0,0,13.6012,0,20.4018,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8006,0,0,0,0,0,0,74.8067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20171215,2017-12-15T00:44:00Z,2017-12-15T10:44:00Z,2017,12,15,10:44:00,28,27.7612,0.109,35.5122,La Nina,34.7191,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.7782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.297,0,0,0,0,0,25.2594,0,0,0,0,25.2594,0,0,0,0,0,0,176.8159,0,0,0,0,75.7782,0,50.5188,0,0,0,0,0,0,0,25.2594,0,0,0,0,0,0,25.2594,0,0,0,0,378.8912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2594,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20180130,2018-01-30T00:05:00Z,2018-01-30T10:05:00Z,2018,1,30,10:05:00,26,28.2441,0.51066,35.2124,La Nina,18.5385,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,13.6012,0,0,0,0,0,40.8037,0,0,0,0,0,380.8342,13.6012,0,0,0,81.6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,163.2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20180220,2018-02-20T00:30:00Z,2018-02-20T10:30:00Z,2018,2,20,10:30:00,26,28.8352,2.6224,35.179,La Nina,21.3267,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,27.2024,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4049,0,0,0,0,0,380.8342,0,0,0,0,190.4171,0,0,0,0,0,0,0,0,27.2024,27.2024,0,0,0,0,27.2024,0,27.2024,0,0,0,0,897.6807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20180329,2018-03-29T00:27:00Z,2018-03-29T10:27:00Z,2018,3,29,10:27:00,26,27.5689,2.7296,34.6217,La Nina,24.1966,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4048,0,0,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4049,0,0,0,0,0,0,54.4049,0,0,0,0,0,299.2269,54.4049,0,0,0,108.8098,0,0,0,0,0,0,0,0,0,54.4049,0,0,0,0,0,0,136.0122,0,0,0,0,462.4416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20180425,2018-04-25T23:48:00Z,2018-04-26T09:48:00Z,2018,4,26,9:48:00,25,26.6959,1.6575,35.2432,La Nina,12.1932,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,84.8716,0,0,0,0,0,226.3244,14.1453,0,0,0,99.0169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,99.0169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20180602,2018-06-02T23:10:00Z,2018-06-03T09:10:00Z,2018,6,3,9:10:00,25,23.6172,0.1441,35.5307,La Nina,18.1625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.829,1.4145,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,14.1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8291,2.829,0,0,0,0,0,0,0,0,0,0,0,7.0726,2.8291,0,0,0,1.4145,0,2.8291,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,12.7307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Yongala,YON,19.3085,147.6184,YON20180621,2018-06-21T01:30:00Z,2018-06-21T11:30:00Z,2018,6,21,11:30:00,25,22.7226,1.4068,35.5922,La Nina,21.8686,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8716,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,63.6537,21.2179,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.8159,0,7.0726,0,0,0,0,42.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0
